,ISBN,User-ID,Book-Title,Book-Author,Publisher,Book-Rating,Image-URL-M
4317,0312971397,234108.0,Cuba (A Jake Grafton Novel),Stephen Coonts,St. Martin's Paperbacks,0.0,http://images.amazon.com/images/P/0312971397.01.MZZZZZZZ.jpg
4318,0689829833,12538.0,Dark is Rising (Dark is Rising Sequence (Paperback)),Susan Cooper,Aladdin,0.0,http://images.amazon.com/images/P/0689829833.01.MZZZZZZZ.jpg
4319,0811801802,6251.0,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Continues,Nick Bantock,Chronicle Books,0.0,http://images.amazon.com/images/P/0811801802.01.MZZZZZZZ.jpg
4320,1573227358,125519.0,"The Dark Side of the Light Chasers: Reclaiming Your Power, Creativity, Brilliance, and Dreams",Debbie Ford,Riverhead Books,9.0,http://images.amazon.com/images/P/1573227358.01.MZZZZZZZ.jpg
4321,0590691856,170634.0,"Karens School Surprise (Baby-Sitters Little Sister, 77)",Ann M. Martin,Scholastic,0.0,http://images.amazon.com/images/P/0590691856.01.MZZZZZZZ.jpg
4322,0671534726,78496.0,Heart Song (Logan),V.C. Andrews,Pocket,8.0,http://images.amazon.com/images/P/0671534726.01.MZZZZZZZ.jpg
4323,0340576103,60424.0,The Executive Mother,Jill Parkin,Hodder &amp; Stoughton General Division,0.0,http://images.amazon.com/images/P/0340576103.01.MZZZZZZZ.jpg
4324,0394809378,53174.0,The Foot Book (Bright and Early Books for Beginning Beginners),Dr. Seuss,Random House Children's Books,0.0,http://images.amazon.com/images/P/0394809378.01.MZZZZZZZ.jpg
4325,0717284832,71712.0,101 Dalmatians,Walt Disney,Stoddart+publishing,0.0,http://images.amazon.com/images/P/0717284832.01.MZZZZZZZ.jpg
4326,0393319296,240144.0,Invisible Monsters,Chuck Palahniuk,W.W. Norton &amp; Company,7.0,http://images.amazon.com/images/P/0393319296.01.MZZZZZZZ.jpg
4327,0452283868,160819.0,Sula,Toni Morrison,Plume Books,0.0,http://images.amazon.com/images/P/0452283868.01.MZZZZZZZ.jpg
4328,1579730205,129563.0,A Crown for Atta,Disney Enterprises Inc,Advance Publishers LLC,0.0,http://images.amazon.com/images/P/1579730205.01.MZZZZZZZ.jpg
4329,0553284789,137211.0,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,Bantam,8.0,http://images.amazon.com/images/P/0553284789.01.MZZZZZZZ.jpg
4330,0060922532,117115.0,Pigs in Heaven,Barbara Kingsolver,Perennial,9.0,http://images.amazon.com/images/P/0060922532.01.MZZZZZZZ.jpg
4331,0394416953,11676.0,The living clocks,Ritchie R Ward,Knopf,10.0,http://images.amazon.com/images/P/0394416953.01.MZZZZZZZ.jpg
4332,033031405X,179812.0,The Asking Price,Jessica Stirling,Pan Macmillan,0.0,http://images.amazon.com/images/P/033031405X.01.MZZZZZZZ.jpg
4333,0061007358,44065.0,"Not a Penny More, Not a Penny Less",Jeffrey Archer,HarperTorch,0.0,http://images.amazon.com/images/P/0061007358.01.MZZZZZZZ.jpg
4334,031227999X,64846.0,Emotionally Weird: A Novel,Kate Atkinson,Picador USA,9.0,http://images.amazon.com/images/P/031227999X.01.MZZZZZZZ.jpg
4335,038550926X,36609.0,The Devil Wears Prada : A Novel,LAUREN WEISBERGER,Doubleday,0.0,http://images.amazon.com/images/P/038550926X.01.MZZZZZZZ.jpg
4336,0451197968,248656.0,The Running Man,Stephen King,Signet Book,0.0,http://images.amazon.com/images/P/0451197968.01.MZZZZZZZ.jpg
4337,1562477544,278633.0,A Song for Jeffrey (Ag Fiction (American Girl)),Constance M. Foland,Pleasant Company Publications,7.0,http://images.amazon.com/images/P/1562477544.01.MZZZZZZZ.jpg
4338,0060928336,274017.0,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,Perennial,8.0,http://images.amazon.com/images/P/0060928336.01.MZZZZZZZ.jpg
4339,0394478843,196930.0,Working,Studs Terkel,Random House Inc,9.0,http://images.amazon.com/images/P/0394478843.01.MZZZZZZZ.jpg
4340,0805309705,69078.0,The art of watching films: A guide to film analysis,Joseph M Boggs,Benjamin/Cummings Pub. Co,8.0,http://images.amazon.com/images/P/0805309705.01.MZZZZZZZ.jpg
4341,0688171451,242083.0,Altar Ego,Kathy Lette,William Morrow &amp; Company,0.0,http://images.amazon.com/images/P/0688171451.01.MZZZZZZZ.jpg
4342,0590453653,243075.0,"Welcome to Dead House (Goosebumps, No 1)",R. L. Stine,Scholastic,9.0,http://images.amazon.com/images/P/0590453653.01.MZZZZZZZ.jpg
4343,8420481394,99469.0,Cuentos Completos/2: Cortazar (Alfaguara Cuentos Completos),Julio Cortazar,"Alfaguara Ediciones, S.A. (Spain)",9.0,http://images.amazon.com/images/P/8420481394.01.MZZZZZZZ.jpg
4344,0345351452,144943.0,More of the Straight Dope,CECIL ADAMS,Ballantine Books,8.0,http://images.amazon.com/images/P/0345351452.01.MZZZZZZZ.jpg
4345,0671708635,123608.0,Seven Habits Of Highly Effective People,Stephen R. Covey,Free Press,6.0,http://images.amazon.com/images/P/0671708635.01.MZZZZZZZ.jpg
4346,0671759345,40943.0,Ruby (Landry),V.C. Andrews,Pocket,0.0,http://images.amazon.com/images/P/0671759345.01.MZZZZZZZ.jpg
4347,0091680808,278672.0,Talking to Strange Men,Ruth Rendell,Hutchinson,0.0,http://images.amazon.com/images/P/0091680808.01.MZZZZZZZ.jpg
4348,0312115067,2977.0,Judith Sargent Murray: A Brief Biography With Documents (The Bedford Series in History and Culture),Sheila L. Skemp,Bedford/St. Martin's,0.0,http://images.amazon.com/images/P/0312115067.01.MZZZZZZZ.jpg
4349,0889610924,197490.0,No Immediate Danger?,Rosalie Bertell,Women's Press,8.0,http://images.amazon.com/images/P/0889610924.01.MZZZZZZZ.jpg
4350,0934323240,230522.0,Ugly Duckling (Talking Mother Goose Series),Margaret Hughes,"Alchemy Communications Group, Limited",0.0,http://images.amazon.com/images/P/0934323240.01.MZZZZZZZ.jpg
4351,0515128600,27813.0,The Edge,Catherine Coulter,Jove Books,8.0,http://images.amazon.com/images/P/0515128600.01.MZZZZZZZ.jpg
4352,0446690783,38281.0,Five Past Midnight in Bhopal: The Epic Story of the World's Deadliest Industrial Disaster,Javier Moro,Warner Books,6.0,http://images.amazon.com/images/P/0446690783.01.MZZZZZZZ.jpg
4353,0425132935,232708.0,Pastime,Robert B. Parker,Berkley Publishing Group,9.0,http://images.amazon.com/images/P/0425132935.01.MZZZZZZZ.jpg
4354,0670892963,224209.0,Bridget Jones : The Edge of Reason,Helen Fielding,Viking Books,5.0,http://images.amazon.com/images/P/0670892963.01.MZZZZZZZ.jpg
4355,3596120942,71739.0,Dominante Damen. Kriminalroman. ( Die Frau in der Gesellschaft).,Sabine Deitmer,"Fischer (Tb.), Frankfurt",0.0,http://images.amazon.com/images/P/3596120942.01.MZZZZZZZ.jpg
4356,1574883585,204333.0,"Nascar's Most Wanted: The Top 10 Book of Outrageous Drivers, Wild Wrecks, and Other Oddities (Brassey's Most Wanted)",Jim McLaurin,Brassey's Inc,0.0,http://images.amazon.com/images/P/1574883585.01.MZZZZZZZ.jpg
4357,0316153656,192739.0,The Luck of Pokey Bloom,Ellen Conford,Little Brown &amp; Co,7.0,http://images.amazon.com/images/P/0316153656.01.MZZZZZZZ.jpg
4358,0930044177,183958.0,Outlander,Jane Rule,Naiad Press,8.0,http://images.amazon.com/images/P/0930044177.01.MZZZZZZZ.jpg
4359,0345450884,224349.0,The Lake of Dead Languages,CAROL GOODMAN,Ballantine Books,0.0,http://images.amazon.com/images/P/0345450884.01.MZZZZZZZ.jpg
4360,0140063633,201768.0,Mrs. Harris,Diana Trilling,Viking Press,0.0,http://images.amazon.com/images/P/0140063633.01.MZZZZZZZ.jpg
4361,0515129933,259028.0,The Scottish Bride (Bride Trilogy (Paperback)),Catherine Coulter,Jove Books,0.0,http://images.amazon.com/images/P/0515129933.01.MZZZZZZZ.jpg
4362,0440222656,243700.0,The Horse Whisperer,Nicholas Evans,Dell,0.0,http://images.amazon.com/images/P/0440222656.01.MZZZZZZZ.jpg
4363,0882707949,169699.0,Touched by an E-Mail for Mothers,Denny Mog,Bridge-Logos Publishers,8.0,http://images.amazon.com/images/P/0882707949.01.MZZZZZZZ.jpg
4364,0345301110,268330.0,Story of O,Pauline Reage,Ballantine Books,0.0,http://images.amazon.com/images/P/0345301110.01.MZZZZZZZ.jpg
4365,0316952664,257204.0,The Winds of War,Herman Wouk,Back Bay Books,0.0,http://images.amazon.com/images/P/0316952664.01.MZZZZZZZ.jpg
4366,0770109047,198711.0,Jade and Fire,Raymond Barnett,PaperJacks,0.0,http://images.amazon.com/images/P/0770109047.01.MZZZZZZZ.jpg
4367,0316154601,11676.0,Lost Light,Michael Connelly,"Little, Brown",8.0,http://images.amazon.com/images/P/0316154601.01.MZZZZZZZ.jpg
4368,096634734X,234623.0,Dirt,Sean Doolittle,Uglytown Productions,7.0,http://images.amazon.com/images/P/096634734X.01.MZZZZZZZ.jpg
4369,0743436210,271284.0,Hearts in Atlantis,Stephen King,Pocket,0.0,http://images.amazon.com/images/P/0743436210.01.MZZZZZZZ.jpg
4370,0373029020,110973.0,Gypsy Enchantment (Harlequin Romance No. 2902),Patricia Knoll,Harlequin,0.0,http://images.amazon.com/images/P/0373029020.01.MZZZZZZZ.jpg
4371,0449702766,12538.0,Dicey's Song,Cynthia Voigt,Fawcett Books,0.0,http://images.amazon.com/images/P/0449702766.01.MZZZZZZZ.jpg
4372,0671693816,14422.0,Wifey,Judy Blume,Pocket,0.0,http://images.amazon.com/images/P/0671693816.01.MZZZZZZZ.jpg
4373,0385324057,143968.0,Summer Sisters,Judy Blume,Delacorte Press,0.0,http://images.amazon.com/images/P/0385324057.01.MZZZZZZZ.jpg
4374,0380766884,153662.0,This Time Forever (Avon Romance),Kathleen Eagle,Avon,9.0,http://images.amazon.com/images/P/0380766884.01.MZZZZZZZ.jpg
4375,0446354872,207782.0,Batman: The Novelization,Craig Shaw Gardner,Warner Books,9.0,http://images.amazon.com/images/P/0446354872.01.MZZZZZZZ.jpg
4376,080410915X,60244.0,Special Men: A Lrp's Recollections,Dennis Foley,Ballantine Books,0.0,http://images.amazon.com/images/P/080410915X.01.MZZZZZZZ.jpg
4377,0786889187,28204.0,Cadillac Jukebox (Dave Robicheaux Mysteries (Paperback)),James Lee Burke,Hyperion,0.0,http://images.amazon.com/images/P/0786889187.01.MZZZZZZZ.jpg
4378,8439705638,217740.0,Cancion de Cuna,Barbara Wood,Mondadori (IT),3.0,http://images.amazon.com/images/P/8439705638.01.MZZZZZZZ.jpg
4379,0670032891,21576.0,The Well of Lost Plots: A Thursday Next Novel,Jasper Fforde,Viking Books,0.0,http://images.amazon.com/images/P/0670032891.01.MZZZZZZZ.jpg
4380,0821732951,117722.0,A Time for Love,Constance O'Day-Flannery,Kensington Pub Corp (Mm),10.0,http://images.amazon.com/images/P/0821732951.01.MZZZZZZZ.jpg
4381,0800714784,219073.0,"His Needs, Her Needs",Willard F. Harley Jr.,Baker Book House Co,9.0,http://images.amazon.com/images/P/0800714784.01.MZZZZZZZ.jpg
4382,0156006391,204864.0,The Seville Communion,Arturo Perez-Reverte,Harvest Books,10.0,http://images.amazon.com/images/P/0156006391.01.MZZZZZZZ.jpg
4383,0312246560,180651.0,The Phantom of Manhattan,Frederick Forsyth,St Martins Pr,0.0,http://images.amazon.com/images/P/0312246560.01.MZZZZZZZ.jpg
4384,0446353205,154529.0,The Charm School,Nelson DeMille,Warner Books,9.0,http://images.amazon.com/images/P/0446353205.01.MZZZZZZZ.jpg
4385,0553253247,189722.0,Dark Canyon,Louis L'Amour,Bantam Books,6.0,http://images.amazon.com/images/P/0553253247.01.MZZZZZZZ.jpg
4386,0310247527,214270.0,One Tuesday Morning,Karen Kingsbury,Zondervan Publishing Company,9.0,http://images.amazon.com/images/P/0310247527.01.MZZZZZZZ.jpg
4387,0440217547,100846.0,Accident,Danielle Steel,Dell,0.0,http://images.amazon.com/images/P/0440217547.01.MZZZZZZZ.jpg
4388,0895264617,217106.0,The Lion of Wall Street: The Two Lives of Jack Dreyfus,Jack Dreyfus,Regnery Publishing,0.0,http://images.amazon.com/images/P/0895264617.01.MZZZZZZZ.jpg
4389,0446607657,128208.0,When the Wind Blows,James Patterson,Warner Vision,0.0,http://images.amazon.com/images/P/0446607657.01.MZZZZZZZ.jpg
4390,050552533X,226006.0,Traveler (Wildside Romance),Melanie Jackson,Love Spell,0.0,http://images.amazon.com/images/P/050552533X.01.MZZZZZZZ.jpg
4391,0689826990,56447.0,Hatchet,Gary Paulsen,Simon Pulse,0.0,http://images.amazon.com/images/P/0689826990.01.MZZZZZZZ.jpg
4392,0385335377,45418.0,Lone Eagle,Danielle Steel,Delacorte Press,0.0,http://images.amazon.com/images/P/0385335377.01.MZZZZZZZ.jpg
4393,0395140145,86947.0,The book of folly,Anne Sexton,Houghton Mifflin,10.0,http://images.amazon.com/images/P/0395140145.01.MZZZZZZZ.jpg
4394,0843946334,33319.0,Prey,Graham Masterton,Leisure Books,0.0,http://images.amazon.com/images/P/0843946334.01.MZZZZZZZ.jpg
4395,0440401216,153662.0,Bird's Christmas Carol (Yearling Classic),Kate Wiggin,Yearling Books,10.0,http://images.amazon.com/images/P/0440401216.01.MZZZZZZZ.jpg
4396,0679744398,111657.0,"All the Pretty Horses (The Border Trilogy, Vol 1)",CORMAC MCCARTHY,Vintage,0.0,http://images.amazon.com/images/P/0679744398.01.MZZZZZZZ.jpg
4397,2226135022,77743.0,Oscar et la dame rose,Eric-Emmanuel Schmitt,Albin Michel,10.0,http://images.amazon.com/images/P/2226135022.01.MZZZZZZZ.jpg
4398,0525946829,150361.0,Quentins,Maeve Binchy,Dutton Books,0.0,http://images.amazon.com/images/P/0525946829.01.MZZZZZZZ.jpg
4399,155850639X,124597.0,101 Reasons Why Cats Make Great Kids,Allia Zobel,Adams Media Corporation,0.0,http://images.amazon.com/images/P/155850639X.01.MZZZZZZZ.jpg
4400,0440435072,197659.0,The Headless Cupid,ZILPHA KEATLEY SNYDER,Yearling Books,0.0,http://images.amazon.com/images/P/0440435072.01.MZZZZZZZ.jpg
4401,0671001701,264321.0,Legend,Jude Deveraux,Pocket,0.0,http://images.amazon.com/images/P/0671001701.01.MZZZZZZZ.jpg
4402,1850282625,30533.0,Fossils of the World (Science Nature Guides),Chris Pellant,Dragon's World,0.0,http://images.amazon.com/images/P/1850282625.01.MZZZZZZZ.jpg
4403,0812511654,110973.0,Empire Builders (The Grand Tour),Ben Bova,Tor Science Fiction,0.0,http://images.amazon.com/images/P/0812511654.01.MZZZZZZZ.jpg
4404,0688068898,35859.0,Echoes in the Darkness,Joseph Wambaugh,Harpercollins,0.0,http://images.amazon.com/images/P/0688068898.01.MZZZZZZZ.jpg
4405,0140185011,256765.0,Travels With My Aunt (Twentieth Century Classics),Graham Greene,Penguin Books,10.0,http://images.amazon.com/images/P/0140185011.01.MZZZZZZZ.jpg
4406,0671533045,36256.0,Serenade,Marceau,Pocket Books (Mm),6.0,http://images.amazon.com/images/P/0671533045.01.MZZZZZZZ.jpg
4407,0373790384,59189.0,"Sensual Secrets (Blaze, 34)",Jo Leigh,Harlequin,0.0,http://images.amazon.com/images/P/0373790384.01.MZZZZZZZ.jpg
4408,0440411564,189516.0,Calico Captive,Elizabeth Speare,Yearling Books,0.0,http://images.amazon.com/images/P/0440411564.01.MZZZZZZZ.jpg
4409,0373240988,231210.0,"Stranger To Love (Silhouette Special Edition, No 1098)",Patricia McLinn,Silhouette,0.0,http://images.amazon.com/images/P/0373240988.01.MZZZZZZZ.jpg
4410,0446610399,203968.0,The Rescue,Nicholas Sparks,Warner Books,0.0,http://images.amazon.com/images/P/0446610399.01.MZZZZZZZ.jpg
4411,042519485X,138441.0,Undead and Unwed (Berkley Sensation),Mary Janice Davidson,Berkley Publishing Group,0.0,http://images.amazon.com/images/P/042519485X.01.MZZZZZZZ.jpg
4412,1558747346,80105.0,"Teen Love:  On Relationships, A Book for Teenagers",Kimberly Kirberger,Health Communications,8.0,http://images.amazon.com/images/P/1558747346.01.MZZZZZZZ.jpg
4413,0880387548,29101.0,Kendermore (Dragonlance Saga Novel: Preludes),Mary Kirchoff,TSR,0.0,http://images.amazon.com/images/P/0880387548.01.MZZZZZZZ.jpg
4414,0802115160,150067.0,Kitchen,Banana Yoshimoto,Pub Group West,0.0,http://images.amazon.com/images/P/0802115160.01.MZZZZZZZ.jpg
4415,0553580280,113357.0,Catch As Cat Can,Rita Mae Brown,Bantam Books,0.0,http://images.amazon.com/images/P/0553580280.01.MZZZZZZZ.jpg
4416,0061031429,274308.0,The Vendetta Defense,Lisa Scottoline,HarperTorch,0.0,http://images.amazon.com/images/P/0061031429.01.MZZZZZZZ.jpg
4417,0380785218,175249.0,Snow Place to Die : A Bed-and-Breakfast Mystery (Bed-And-Breakfast Mysteries (Paperback)),Mary Daheim,Avon,0.0,http://images.amazon.com/images/P/0380785218.01.MZZZZZZZ.jpg
4418,0671721380,140132.0,Wheels Of Fire (Serrated Edge 2),Mercedes Lackey,Baen,4.0,http://images.amazon.com/images/P/0671721380.01.MZZZZZZZ.jpg
4419,0743403703,129074.0,"The Romulan Way (Star Trek, No 35/Rihannsu Book 2)",Diane Duane,Star Trek,0.0,http://images.amazon.com/images/P/0743403703.01.MZZZZZZZ.jpg
4420,3442242223,175510.0,Der DruidenkÃ?Â¶nig.,Norman Spinrad,Goldmann,0.0,http://images.amazon.com/images/P/3442242223.01.MZZZZZZZ.jpg
4421,1588993736,56917.0,Para Para,Andy Seto,ComicsOne Corporation,2.0,http://images.amazon.com/images/P/1588993736.01.MZZZZZZZ.jpg
4422,0440214041,182746.0,The Pelican Brief,John Grisham,Dell,0.0,http://images.amazon.com/images/P/0440214041.01.MZZZZZZZ.jpg
4423,0345386132,198711.0,Eyes of a Child,Richard North Patterson,Ballantine Books,0.0,http://images.amazon.com/images/P/0345386132.01.MZZZZZZZ.jpg
4424,0688167780,108352.0,The Orphan Game: A Novel,Ann Darby,William Morrow &amp; Company,0.0,http://images.amazon.com/images/P/0688167780.01.MZZZZZZZ.jpg
4425,0671519891,231210.0,The MASK OF ZORRO MOVIE TIE IN,James Luceno,Pocket,0.0,http://images.amazon.com/images/P/0671519891.01.MZZZZZZZ.jpg
4426,0425164829,162496.0,The Magician's Tale,David Hunt,Berkley Publishing Group,7.0,http://images.amazon.com/images/P/0425164829.01.MZZZZZZZ.jpg
4427,1551669358,166596.0,Keeper Of The Bride,Tess Gerritsen,Mira,0.0,http://images.amazon.com/images/P/1551669358.01.MZZZZZZZ.jpg
4428,0805047905,16795.0,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,Henry Holt and Co. (BYR),5.0,http://images.amazon.com/images/P/0805047905.01.MZZZZZZZ.jpg
4429,0312993501,217107.0,Wild Justice,Wilbur Smith,St. Martin's Press,0.0,http://images.amazon.com/images/P/0312993501.01.MZZZZZZZ.jpg
4430,006101351X,112026.0,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,HarperTorch,0.0,http://images.amazon.com/images/P/006101351X.01.MZZZZZZZ.jpg
4431,059035342X,184904.0,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,Arthur A. Levine Books,10.0,http://images.amazon.com/images/P/059035342X.01.MZZZZZZZ.jpg
4432,0515132020,177690.0,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,Jove Books,0.0,http://images.amazon.com/images/P/0515132020.01.MZZZZZZZ.jpg
4433,1859671039,230997.0,The Decorated Garden Room: Interior Design for Your Outside Living Space,Tessa Evelegh,Natl Book Network,10.0,http://images.amazon.com/images/P/1859671039.01.MZZZZZZZ.jpg
4434,0425179559,232708.0,Hugger Mugger,Robert B. Parker,Berkley Publishing Group,10.0,http://images.amazon.com/images/P/0425179559.01.MZZZZZZZ.jpg
4435,0062505319,171818.0,The Woman's Comfort Book : A Self-Nurturing Guide for Restoring Balance in Your Life,Jennifer Louden,HarperSanFrancisco,8.0,http://images.amazon.com/images/P/0062505319.01.MZZZZZZZ.jpg
4436,0722157657,141819.0,Bachelor Boys: The Young Ones Book,Ben Elton,Time Warner Books UK,5.0,http://images.amazon.com/images/P/0722157657.01.MZZZZZZZ.jpg
4437,0441757391,110483.0,The Secret Country,Pamela Dean,Ace Books,0.0,http://images.amazon.com/images/P/0441757391.01.MZZZZZZZ.jpg
4438,0380820749,108352.0,The Ivy Tree,Mary Stewart,HarperTorch,0.0,http://images.amazon.com/images/P/0380820749.01.MZZZZZZZ.jpg
4439,0767905385,30273.0,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,Broadway,0.0,http://images.amazon.com/images/P/0767905385.01.MZZZZZZZ.jpg
4440,0525940634,199627.0,"Winnie-The-Pooh on Problem Solving: In Which Pooh, Piglet, and Friends Explore How to Solve Problems, So You Can Too",Roger E. Allen,Penguin USA,0.0,http://images.amazon.com/images/P/0525940634.01.MZZZZZZZ.jpg
4441,0553290266,203240.0,Golden Orange,Joseph Wambaugh,Bantam Books,0.0,http://images.amazon.com/images/P/0553290266.01.MZZZZZZZ.jpg
4442,0767905385,110040.0,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,Broadway,9.0,http://images.amazon.com/images/P/0767905385.01.MZZZZZZZ.jpg
4443,0060914653,120137.0,The Unbearable Lightness of Being,Milan Kundera,Harpercollins,9.0,http://images.amazon.com/images/P/0060914653.01.MZZZZZZZ.jpg
4444,0399146040,187145.0,Mr Phillips,John Lanchester,Putnam Publishing Group,8.0,http://images.amazon.com/images/P/0399146040.01.MZZZZZZZ.jpg
4445,0375804013,271448.0,The Monster at the End of This Book (Jellybean Books(Tm).),Jon Stone,Rhcp Mass Market,10.0,http://images.amazon.com/images/P/0375804013.01.MZZZZZZZ.jpg
4446,006447268X,262438.0,"The Chronicles of Chrestomanci, Volume 1: Charmed Life / The Lives of Christopher Chant",Diana Wynne Jones,HarperTrophy,9.0,http://images.amazon.com/images/P/006447268X.01.MZZZZZZZ.jpg
4447,0061092045,248033.0,Honor Among Thieves,Jeffrey Archer,HarperTorch,0.0,http://images.amazon.com/images/P/0061092045.01.MZZZZZZZ.jpg
4448,0913546836,145890.0,Hidden Mind of Freedom: Meditation for Compassion and Self-Healing (Nyingma Psychology Series),Tarthang Tulku,Dharma Publishing,5.0,http://images.amazon.com/images/P/0913546836.01.MZZZZZZZ.jpg
4449,0440236053,169357.0,Writ of Execution,Perri O'Shaughnessy,Dell Publishing Company,9.0,http://images.amazon.com/images/P/0440236053.01.MZZZZZZZ.jpg
4450,0060916508,151107.0,Their Eyes Were Watching God: A Novel,Zora Neale Hurston,Perennial,0.0,http://images.amazon.com/images/P/0060916508.01.MZZZZZZZ.jpg
4451,0312286252,266226.0,Contest,Matthew Reilly,Thomas Dunne Books,0.0,http://images.amazon.com/images/P/0312286252.01.MZZZZZZZ.jpg
4452,0886461278,58768.0,Thinner,Stephen King,DH Audio,10.0,http://images.amazon.com/images/P/0886461278.01.MZZZZZZZ.jpg
4453,0440213991,104160.0,Guardian Angel,Sara Paretsky,Dell Publishing Company,8.0,http://images.amazon.com/images/P/0440213991.01.MZZZZZZZ.jpg
4454,0446604658,271556.0,Lucky You,Carl Hiaasen,Warner Vision,6.0,http://images.amazon.com/images/P/0446604658.01.MZZZZZZZ.jpg
4455,0446313718,198711.0,Sisters &amp;Stran: S,Hel Slyke,Warner Books,0.0,http://images.amazon.com/images/P/0446313718.01.MZZZZZZZ.jpg
4456,0380728273,243236.0,Liberty Falling (Anna Pigeon Mysteries (Paperback)),Nevada Barr,Avon,0.0,http://images.amazon.com/images/P/0380728273.01.MZZZZZZZ.jpg
4457,0843948647,153662.0,Sleepeasy,T. M. Wright,Leisure Books,0.0,http://images.amazon.com/images/P/0843948647.01.MZZZZZZZ.jpg
4458,0525455205,94138.0,Pooh and the Philosophers : In Which It Is Shown That All of Western Philosophy Is Merely a Preamble to Winnie-The-Pooh,John Tyerman Williams,Dutton Books,0.0,http://images.amazon.com/images/P/0525455205.01.MZZZZZZZ.jpg
4459,0425163385,247055.0,The Night Crew,John Sandford,Berkley Publishing Group,0.0,http://images.amazon.com/images/P/0425163385.01.MZZZZZZZ.jpg
4460,3548600441,160032.0,LÃ?Â¼gen.,Elke Naters,Ullstein TB-Vlg,8.0,http://images.amazon.com/images/P/3548600441.01.MZZZZZZZ.jpg
4461,0888992211,66878.0,Ticket to Curlew,Celia Barker Lottridge,Groundwood Books,0.0,http://images.amazon.com/images/P/0888992211.01.MZZZZZZZ.jpg
4462,0743455967,66942.0,On Writing,Stephen King,Pocket,10.0,http://images.amazon.com/images/P/0743455967.01.MZZZZZZZ.jpg
4463,0440206685,201768.0,Doc: The Rape of the Town of Lovell,Jack Olsen,Dell,0.0,http://images.amazon.com/images/P/0440206685.01.MZZZZZZZ.jpg
4464,3530300616,120892.0,Die Welt der neuen Kinder. Erziehen im Informationszeitalter.,Wolfgang Bergmann,Walter-Verlag,0.0,http://images.amazon.com/images/P/3530300616.01.MZZZZZZZ.jpg
4465,0679432477,72930.0,Empire Falls,RICHARD RUSSO,Knopf,5.0,http://images.amazon.com/images/P/0679432477.01.MZZZZZZZ.jpg
4466,0064400018,166123.0,Little House in the Big Woods,Laura Ingalls Wilder,HarperTrophy,0.0,http://images.amazon.com/images/P/0064400018.01.MZZZZZZZ.jpg
4467,0312868952,186907.0,"Into the Darkness (World at War, Book 1)",Harry Turtledove,St Martins Pr,0.0,http://images.amazon.com/images/P/0312868952.01.MZZZZZZZ.jpg
4468,0971880107,225832.0,Wild Animus,Rich Shapero,Too Far,2.0,http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg
4469,0394837320,198711.0,The Riddle Book,Roy McKie,Random House Children's Books,0.0,http://images.amazon.com/images/P/0394837320.01.MZZZZZZZ.jpg
4470,0241135214,30711.0,Tennyson's gift,Lynne Truss,Hamish Hamilton,0.0,http://images.amazon.com/images/P/0241135214.01.MZZZZZZZ.jpg
4471,0515120456,201548.0,The Dark Room,Minette Walters,Jove Books,0.0,http://images.amazon.com/images/P/0515120456.01.MZZZZZZZ.jpg
4472,0553569155,167338.0,Seinlanguage,Jerry Seinfeld,Bantam Books,4.0,http://images.amazon.com/images/P/0553569155.01.MZZZZZZZ.jpg
4473,0312924801,54898.0,September,Rosamunde Pilcher,St. Martin's Press,0.0,http://images.amazon.com/images/P/0312924801.01.MZZZZZZZ.jpg
4474,0385337116,265083.0,The Rule of Four,Ian Caldwell,Dial Books,0.0,http://images.amazon.com/images/P/0385337116.01.MZZZZZZZ.jpg
4475,0525947914,153662.0,Just One Look,Harlan Coben,Dutton Books,0.0,http://images.amazon.com/images/P/0525947914.01.MZZZZZZZ.jpg
4476,0330022830,56271.0,A Health Unto His Majesty,Jean Plaidy,Pan Macmillan,8.0,http://images.amazon.com/images/P/0330022830.01.MZZZZZZZ.jpg
4477,0786881852,36836.0,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,Hyperion,0.0,http://images.amazon.com/images/P/0786881852.01.MZZZZZZZ.jpg
4478,0440186560,16795.0,To Love Again,Danielle Steel,Dell,7.0,http://images.amazon.com/images/P/0440186560.01.MZZZZZZZ.jpg
4479,055321313X,247429.0,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,Bantam Classics,0.0,http://images.amazon.com/images/P/055321313X.01.MZZZZZZZ.jpg
4480,0671516728,82769.0,Mrs Rochester: A Sequel to Jane Eyre,Hilary Bailey,Simon &amp; Schuster (Trade Division),2.0,http://images.amazon.com/images/P/0671516728.01.MZZZZZZZ.jpg
